1, gpu_percent:    1% | 7241MB
117, gpu_percent:   97% | 7397MB
118, gpu_percent:   98% | 7397MB
119, gpu_percent:   97% | 7397MB
120, gpu_percent:   97% | 7397MB
121, gpu_percent:   97% | 7397MB
122, gpu_percent:   97% | 7397MB
123, gpu_percent:   97% | 7397MB
124, gpu_percent:   97% | 7397MB
125, gpu_percent:   97% | 7397MB
126, gpu_percent:   95% | 7397MB
127, gpu_percent:   98% | 7397MB
128, gpu_percent:   97% | 7397MB
129, gpu_percent:   97% | 7397MB
130, gpu_percent:   93% | 7397MB
131, gpu_percent:   93% | 7397MB
132, gpu_percent:   97% | 7397MB
133, gpu_percent:   97% | 7397MB
134, gpu_percent:   97% | 7397MB
135, gpu_percent:   97% | 7397MB
136, gpu_percent:   97% | 7397MB
137, gpu_percent:   97% | 7397MB
138, gpu_percent:   97% | 7397MB
139, gpu_percent:   97% | 7397MB
140, gpu_percent:   96% | 7397MB
141, gpu_percent:   96% | 7397MB
142, gpu_percent:   96% | 7397MB
143, gpu_percent:   96% | 7397MB
144, gpu_percent:   97% | 7397MB
145, gpu_percent:   97% | 7397MB
146, gpu_percent:   97% | 7397MB
147, gpu_percent:   97% | 7397MB
148, gpu_percent:   98% | 7397MB
149, gpu_percent:   97% | 7397MB
150, gpu_percent:   97% | 7397MB
151, gpu_percent:   97% | 7397MB
152, gpu_percent:   97% | 7397MB
153, gpu_percent:   97% | 7397MB
154, gpu_percent:   97% | 7397MB
155, gpu_percent:   97% | 7397MB
156, gpu_percent:   97% | 7397MB
157, gpu_percent:   97% | 7397MB
158, gpu_percent:   97% | 7397MB
159, gpu_percent:   95% | 7397MB
160, gpu_percent:   97% | 7397MB
161, gpu_percent:   97% | 7397MB
162, gpu_percent:   92% | 7397MB
163, gpu_percent:   94% | 7397MB
164, gpu_percent:   98% | 7397MB
165, gpu_percent:   96% | 7397MB
166, gpu_percent:   96% | 7397MB
167, gpu_percent:   96% | 7397MB
168, gpu_percent:   96% | 7397MB
169, gpu_percent:   97% | 7397MB
170, gpu_percent:   97% | 7397MB
171, gpu_percent:   97% | 7397MB
172, gpu_percent:   97% | 7397MB
173, gpu_percent:   97% | 7397MB
174, gpu_percent:   97% | 7397MB
175, gpu_percent:   97% | 7397MB
176, gpu_percent:   97% | 7397MB
177, gpu_percent:   97% | 7397MB
178, gpu_percent:   96% | 7397MB
179, gpu_percent:   95% | 7397MB
180, gpu_percent:   97% | 7397MB
181, gpu_percent:   97% | 7397MB
182, gpu_percent:   97% | 7397MB
183, gpu_percent:   97% | 7397MB
184, gpu_percent:   97% | 7397MB
185, gpu_percent:   98% | 7397MB
186, gpu_percent:   97% | 7397MB
187, gpu_percent:   98% | 7397MB
188, gpu_percent:   97% | 7397MB
189, gpu_percent:   97% | 7397MB
190, gpu_percent:   97% | 7397MB
191, gpu_percent:   97% | 7397MB
192, gpu_percent:   97% | 7397MB
193, gpu_percent:   97% | 7397MB
194, gpu_percent:   93% | 7397MB
195, gpu_percent:   93% | 7397MB
196, gpu_percent:   98% | 7397MB
197, gpu_percent:   97% | 7397MB
198, gpu_percent:   97% | 7397MB
199, gpu_percent:   97% | 7397MB
200, gpu_percent:   97% | 7397MB
201, gpu_percent:   97% | 7397MB
202, gpu_percent:   97% | 7397MB
203, gpu_percent:   97% | 7397MB
204, gpu_percent:   97% | 7397MB
205, gpu_percent:   97% | 7397MB
206, gpu_percent:   97% | 7397MB
207, gpu_percent:   97% | 7397MB
208, gpu_percent:   96% | 7397MB
209, gpu_percent:   96% | 7397MB
210, gpu_percent:   97% | 7397MB
211, gpu_percent:   98% | 7397MB
212, gpu_percent:   98% | 7397MB
213, gpu_percent:   97% | 7397MB
214, gpu_percent:   97% | 7397MB
215, gpu_percent:   97% | 7397MB
216, gpu_percent:   98% | 7397MB
217, gpu_percent:   97% | 7397MB
218, gpu_percent:   98% | 7397MB
219, gpu_percent:   97% | 7397MB
220, gpu_percent:   98% | 7397MB
221, gpu_percent:   97% | 7397MB
222, gpu_percent:   98% | 7397MB
223, gpu_percent:   97% | 7397MB
224, gpu_percent:   97% | 7397MB
225, gpu_percent:   97% | 7397MB
226, gpu_percent:   94% | 7397MB
227, gpu_percent:   92% | 7397MB
228, gpu_percent:   97% | 7397MB
229, gpu_percent:   97% | 7397MB
230, gpu_percent:   97% | 7397MB
231, gpu_percent:   97% | 7397MB
232, gpu_percent:   97% | 7397MB
233, gpu_percent:   97% | 7397MB
234, gpu_percent:   97% | 7397MB
235, gpu_percent:   97% | 7397MB
236, gpu_percent:   97% | 7397MB
237, gpu_percent:   97% | 7397MB
238, gpu_percent:   98% | 7397MB
239, gpu_percent:   97% | 7397MB
240, gpu_percent:   97% | 7397MB
241, gpu_percent:   97% | 7397MB
242, gpu_percent:   96% | 7397MB
243, gpu_percent:   96% | 7397MB
244, gpu_percent:   96% | 7397MB
245, gpu_percent:   97% | 7397MB
246, gpu_percent:   97% | 7397MB
247, gpu_percent:   96% | 7397MB
248, gpu_percent:   96% | 7397MB
249, gpu_percent:   96% | 7397MB
250, gpu_percent:   98% | 7397MB
251, gpu_percent:   98% | 7397MB
252, gpu_percent:   98% | 7397MB
253, gpu_percent:   98% | 7397MB
254, gpu_percent:   97% | 7397MB
255, gpu_percent:   97% | 7397MB
256, gpu_percent:   98% | 7397MB
257, gpu_percent:   98% | 7397MB
258, gpu_percent:   93% | 7397MB
259, gpu_percent:   92% | 7397MB
260, gpu_percent:   97% | 7397MB
261, gpu_percent:   96% | 7397MB
262, gpu_percent:   97% | 7397MB
263, gpu_percent:   97% | 7397MB
264, gpu_percent:   97% | 7397MB
265, gpu_percent:   97% | 7397MB
266, gpu_percent:   97% | 7397MB
267, gpu_percent:   97% | 7397MB
268, gpu_percent:   97% | 7397MB
269, gpu_percent:   98% | 7397MB
270, gpu_percent:   97% | 7397MB
271, gpu_percent:   97% | 7397MB
272, gpu_percent:   97% | 7397MB
273, gpu_percent:   97% | 7397MB
274, gpu_percent:   97% | 7397MB
275, gpu_percent:   97% | 7397MB
276, gpu_percent:   96% | 7397MB
277, gpu_percent:   96% | 7397MB
278, gpu_percent:   96% | 7397MB
279, gpu_percent:   96% | 7397MB
280, gpu_percent:   97% | 7397MB
281, gpu_percent:   97% | 7397MB
282, gpu_percent:   97% | 7397MB
283, gpu_percent:   97% | 7397MB
284, gpu_percent:   96% | 7397MB
285, gpu_percent:   97% | 7397MB
286, gpu_percent:   97% | 7397MB
287, gpu_percent:   98% | 7397MB
288, gpu_percent:   97% | 7397MB
289, gpu_percent:   97% | 7397MB
290, gpu_percent:   93% | 7397MB
291, gpu_percent:   93% | 7397MB
292, gpu_percent:   97% | 7397MB
293, gpu_percent:   97% | 7397MB
294, gpu_percent:   97% | 7397MB
295, gpu_percent:   97% | 7397MB
296, gpu_percent:   97% | 7397MB
297, gpu_percent:   97% | 7397MB
298, gpu_percent:   97% | 7397MB
299, gpu_percent:   97% | 7397MB
300, gpu_percent:   97% | 7397MB
301, gpu_percent:   97% | 7397MB
302, gpu_percent:   97% | 7397MB
303, gpu_percent:   97% | 7397MB
304, gpu_percent:   97% | 7397MB
305, gpu_percent:   96% | 7397MB
306, gpu_percent:   96% | 7397MB
307, gpu_percent:   97% | 7397MB
308, gpu_percent:   97% | 7397MB
309, gpu_percent:   97% | 7397MB
310, gpu_percent:   97% | 7397MB
311, gpu_percent:   97% | 7397MB
312, gpu_percent:   98% | 7397MB
313, gpu_percent:   98% | 7397MB
314, gpu_percent:   98% | 7397MB
315, gpu_percent:   97% | 7397MB
316, gpu_percent:   98% | 7397MB
317, gpu_percent:   97% | 7397MB
318, gpu_percent:   97% | 7397MB
319, gpu_percent:   97% | 7397MB
320, gpu_percent:   97% | 7397MB
321, gpu_percent:   97% | 7397MB
322, gpu_percent:   92% | 7397MB
323, gpu_percent:   92% | 7397MB
324, gpu_percent:   96% | 7397MB
325, gpu_percent:   96% | 7397MB
326, gpu_percent:   96% | 7397MB
327, gpu_percent:   97% | 7397MB
328, gpu_percent:   97% | 7397MB
329, gpu_percent:   97% | 7397MB
330, gpu_percent:   97% | 7397MB
331, gpu_percent:   97% | 7397MB
332, gpu_percent:   98% | 7397MB
333, gpu_percent:   97% | 7397MB
334, gpu_percent:   97% | 7397MB
335, gpu_percent:   97% | 7397MB
336, gpu_percent:   97% | 7397MB
337, gpu_percent:   97% | 7397MB
338, gpu_percent:   97% | 7397MB
339, gpu_percent:   97% | 7397MB
340, gpu_percent:   97% | 7397MB
341, gpu_percent:   97% | 7397MB
342, gpu_percent:   97% | 7397MB
343, gpu_percent:   97% | 7397MB
344, gpu_percent:   97% | 7397MB
345, gpu_percent:   97% | 7397MB
346, gpu_percent:   97% | 7397MB
347, gpu_percent:   97% | 7397MB
348, gpu_percent:   96% | 7397MB
349, gpu_percent:   96% | 7397MB
350, gpu_percent:   97% | 7397MB
351, gpu_percent:   96% | 7397MB
352, gpu_percent:   95% | 7397MB
353, gpu_percent:   97% | 7397MB
354, gpu_percent:   92% | 7397MB
355, gpu_percent:   93% | 7397MB
356, gpu_percent:   97% | 7397MB
357, gpu_percent:   97% | 7397MB
358, gpu_percent:   97% | 7397MB
359, gpu_percent:   97% | 7397MB
360, gpu_percent:   98% | 7397MB
361, gpu_percent:   97% | 7397MB
362, gpu_percent:   97% | 7397MB
363, gpu_percent:   97% | 7397MB
364, gpu_percent:   97% | 7397MB
365, gpu_percent:   97% | 7397MB
366, gpu_percent:   97% | 7397MB
367, gpu_percent:   97% | 7397MB
368, gpu_percent:   97% | 7397MB
369, gpu_percent:   97% | 7397MB
370, gpu_percent:   97% | 7397MB
371, gpu_percent:   96% | 7397MB
372, gpu_percent:   98% | 7397MB
373, gpu_percent:   97% | 7397MB
374, gpu_percent:   97% | 7397MB
375, gpu_percent:   97% | 7397MB
376, gpu_percent:   98% | 7397MB
377, gpu_percent:   97% | 7397MB
378, gpu_percent:   98% | 7397MB
379, gpu_percent:   97% | 7397MB
380, gpu_percent:   97% | 7397MB
381, gpu_percent:   97% | 7397MB
382, gpu_percent:   97% | 7397MB
383, gpu_percent:   97% | 7397MB
384, gpu_percent:   97% | 7397MB
385, gpu_percent:   97% | 7397MB
386, gpu_percent:   93% | 7397MB
387, gpu_percent:   93% | 7397MB
388, gpu_percent:   98% | 7397MB
389, gpu_percent:   98% | 7397MB
390, gpu_percent:   98% | 7397MB
391, gpu_percent:   97% | 7397MB
392, gpu_percent:   98% | 7397MB
393, gpu_percent:   97% | 7397MB
394, gpu_percent:   96% | 7397MB
395, gpu_percent:   96% | 7397MB
396, gpu_percent:   97% | 7397MB
397, gpu_percent:   97% | 7397MB
398, gpu_percent:   98% | 7397MB
399, gpu_percent:   97% | 7397MB
400, gpu_percent:   97% | 7397MB
401, gpu_percent:   97% | 7397MB
402, gpu_percent:   97% | 7397MB
403, gpu_percent:   97% | 7397MB
404, gpu_percent:   98% | 7397MB
405, gpu_percent:   97% | 7397MB
406, gpu_percent:   97% | 7397MB
407, gpu_percent:   97% | 7397MB
408, gpu_percent:   98% | 7397MB
409, gpu_percent:   97% | 7397MB
410, gpu_percent:   98% | 7397MB
411, gpu_percent:   97% | 7397MB
412, gpu_percent:   97% | 7397MB
413, gpu_percent:   97% | 7397MB
414, gpu_percent:   98% | 7397MB
415, gpu_percent:   97% | 7397MB
416, gpu_percent:   97% | 7397MB
417, gpu_percent:   97% | 7397MB
418, gpu_percent:   92% | 7397MB
419, gpu_percent:   93% | 7397MB
420, gpu_percent:   97% | 7397MB
421, gpu_percent:   97% | 7397MB
422, gpu_percent:   97% | 7397MB
423, gpu_percent:   97% | 7397MB
424, gpu_percent:   97% | 7397MB
425, gpu_percent:   97% | 7397MB
426, gpu_percent:   97% | 7397MB
427, gpu_percent:   98% | 7397MB
428, gpu_percent:   97% | 7397MB
429, gpu_percent:   98% | 7397MB
430, gpu_percent:   97% | 7397MB
431, gpu_percent:   97% | 7397MB
432, gpu_percent:   97% | 7397MB
433, gpu_percent:   96% | 7397MB
434, gpu_percent:   97% | 7397MB
435, gpu_percent:   96% | 7397MB
436, gpu_percent:   97% | 7397MB
437, gpu_percent:   97% | 7397MB
438, gpu_percent:   97% | 7397MB
439, gpu_percent:   98% | 7397MB
440, gpu_percent:   98% | 7397MB
441, gpu_percent:   98% | 7397MB
442, gpu_percent:   97% | 7397MB
443, gpu_percent:   97% | 7397MB
444, gpu_percent:   98% | 7397MB
445, gpu_percent:   97% | 7397MB
446, gpu_percent:   97% | 7397MB
447, gpu_percent:   98% | 7397MB
448, gpu_percent:   97% | 7397MB
449, gpu_percent:   97% | 7397MB
450, gpu_percent:   92% | 7397MB
451, gpu_percent:   93% | 7397MB
452, gpu_percent:   96% | 7397MB
453, gpu_percent:   97% | 7397MB
454, gpu_percent:   96% | 7397MB
455, gpu_percent:   97% | 7397MB
456, gpu_percent:   96% | 7397MB
457, gpu_percent:   97% | 7397MB
458, gpu_percent:   95% | 7397MB
459, gpu_percent:   97% | 7397MB
460, gpu_percent:   98% | 7397MB
461, gpu_percent:   97% | 7397MB
462, gpu_percent:   97% | 7397MB
463, gpu_percent:   97% | 7397MB
464, gpu_percent:   97% | 7397MB
465, gpu_percent:   97% | 7397MB
466, gpu_percent:   97% | 7397MB
467, gpu_percent:   98% | 7397MB
468, gpu_percent:   97% | 7397MB
469, gpu_percent:   98% | 7397MB
470, gpu_percent:   98% | 7397MB
471, gpu_percent:   96% | 7397MB
472, gpu_percent:   97% | 7397MB
473, gpu_percent:   98% | 7397MB
474, gpu_percent:   98% | 7397MB
475, gpu_percent:   98% | 7397MB
476, gpu_percent:   98% | 7397MB
477, gpu_percent:   97% | 7397MB
478, gpu_percent:   98% | 7397MB
479, gpu_percent:   97% | 7397MB
480, gpu_percent:   97% | 7397MB
481, gpu_percent:   97% | 7397MB
482, gpu_percent:   91% | 7397MB
483, gpu_percent:   92% | 7397MB
484, gpu_percent:   97% | 7397MB
485, gpu_percent:   97% | 7397MB
486, gpu_percent:   97% | 7397MB
487, gpu_percent:   97% | 7397MB
488, gpu_percent:   96% | 7397MB
489, gpu_percent:   96% | 7397MB
490, gpu_percent:   96% | 7397MB
491, gpu_percent:   97% | 7397MB
492, gpu_percent:   97% | 7397MB
493, gpu_percent:   97% | 7397MB
494, gpu_percent:   97% | 7397MB
495, gpu_percent:   97% | 7397MB
496, gpu_percent:   97% | 7397MB
497, gpu_percent:   97% | 7397MB
498, gpu_percent:   97% | 7397MB
499, gpu_percent:   97% | 7397MB
500, gpu_percent:   97% | 7397MB
501, gpu_percent:   98% | 7397MB
502, gpu_percent:   97% | 7397MB
503, gpu_percent:   97% | 7397MB
504, gpu_percent:   97% | 7397MB
505, gpu_percent:   97% | 7397MB
506, gpu_percent:   97% | 7397MB
507, gpu_percent:   96% | 7397MB
508, gpu_percent:   96% | 7397MB
509, gpu_percent:   96% | 7397MB
510, gpu_percent:   97% | 7397MB
511, gpu_percent:   97% | 7397MB
512, gpu_percent:   97% | 7397MB
513, gpu_percent:   97% | 7397MB
514, gpu_percent:   93% | 7397MB
515, gpu_percent:   93% | 7397MB
516, gpu_percent:   97% | 7397MB
517, gpu_percent:   97% | 7397MB
518, gpu_percent:   97% | 7397MB
519, gpu_percent:   97% | 7397MB
520, gpu_percent:   97% | 7397MB
521, gpu_percent:   97% | 7397MB
522, gpu_percent:   97% | 7397MB
523, gpu_percent:   97% | 7397MB
524, gpu_percent:   97% | 7397MB
525, gpu_percent:   97% | 7397MB
526, gpu_percent:   97% | 7397MB
527, gpu_percent:   96% | 7397MB
528, gpu_percent:   97% | 7397MB
529, gpu_percent:   97% | 7397MB
530, gpu_percent:   97% | 7397MB
531, gpu_percent:   96% | 7397MB
532, gpu_percent:   96% | 7397MB
533, gpu_percent:   97% | 7397MB
534, gpu_percent:   97% | 7397MB
535, gpu_percent:   98% | 7397MB
536, gpu_percent:   97% | 7397MB
537, gpu_percent:   97% | 7397MB
538, gpu_percent:   97% | 7397MB
539, gpu_percent:   98% | 7397MB
540, gpu_percent:   97% | 7397MB
541, gpu_percent:   97% | 7397MB
542, gpu_percent:   97% | 7397MB
543, gpu_percent:   97% | 7397MB
544, gpu_percent:   98% | 7397MB
545, gpu_percent:   97% | 7397MB
546, gpu_percent:   92% | 7397MB
547, gpu_percent:   92% | 7397MB
548, gpu_percent:   97% | 7397MB
549, gpu_percent:   98% | 7397MB
550, gpu_percent:   98% | 7397MB
551, gpu_percent:   97% | 7397MB
552, gpu_percent:   97% | 7397MB
553, gpu_percent:   98% | 7397MB
554, gpu_percent:   98% | 7397MB
555, gpu_percent:   97% | 7397MB
556, gpu_percent:   98% | 7397MB
557, gpu_percent:   97% | 7397MB
558, gpu_percent:   98% | 7397MB
559, gpu_percent:   97% | 7397MB
560, gpu_percent:   97% | 7397MB
561, gpu_percent:   96% | 7397MB
562, gpu_percent:   98% | 7397MB
563, gpu_percent:   97% | 7397MB
564, gpu_percent:   97% | 7397MB
565, gpu_percent:   97% | 7397MB
566, gpu_percent:   98% | 7397MB
567, gpu_percent:   97% | 7397MB
568, gpu_percent:   97% | 7397MB
569, gpu_percent:   97% | 7397MB
570, gpu_percent:   97% | 7397MB
571, gpu_percent:   97% | 7397MB
572, gpu_percent:   97% | 7397MB
573, gpu_percent:   97% | 7397MB
574, gpu_percent:   97% | 7397MB
575, gpu_percent:   97% | 7397MB
576, gpu_percent:   96% | 7397MB
577, gpu_percent:   96% | 7397MB
578, gpu_percent:   93% | 7397MB
579, gpu_percent:   93% | 7397MB
580, gpu_percent:   98% | 7397MB
581, gpu_percent:   97% | 7397MB
582, gpu_percent:   96% | 7397MB
583, gpu_percent:   96% | 7397MB
584, gpu_percent:   96% | 7397MB
585, gpu_percent:   96% | 7397MB
586, gpu_percent:   96% | 7397MB
587, gpu_percent:   97% | 7397MB
588, gpu_percent:   97% | 7397MB
589, gpu_percent:   97% | 7397MB
590, gpu_percent:   97% | 7397MB
591, gpu_percent:   98% | 7397MB
592, gpu_percent:   97% | 7397MB
593, gpu_percent:   97% | 7397MB
594, gpu_percent:   97% | 7397MB
595, gpu_percent:   97% | 7397MB
596, gpu_percent:   97% | 7397MB
597, gpu_percent:   97% | 7397MB
598, gpu_percent:   97% | 7397MB
599, gpu_percent:   97% | 7397MB
600, gpu_percent:   97% | 7397MB
601, gpu_percent:   98% | 7397MB
602, gpu_percent:   98% | 7397MB
603, gpu_percent:   97% | 7397MB
604, gpu_percent:   97% | 7397MB
605, gpu_percent:   96% | 7397MB
606, gpu_percent:   96% | 7397MB
607, gpu_percent:   97% | 7397MB
608, gpu_percent:   97% | 7397MB
609, gpu_percent:   96% | 7397MB
610, gpu_percent:   92% | 7397MB
611, gpu_percent:   94% | 7397MB
612, gpu_percent:   96% | 7397MB
613, gpu_percent:   96% | 7397MB
614, gpu_percent:   96% | 7397MB
615, gpu_percent:   98% | 7397MB
616, gpu_percent:   97% | 7397MB
617, gpu_percent:   97% | 7397MB
618, gpu_percent:   98% | 7397MB
619, gpu_percent:   97% | 7397MB
620, gpu_percent:   98% | 7397MB
621, gpu_percent:   98% | 7397MB
622, gpu_percent:   97% | 7397MB
623, gpu_percent:   97% | 7397MB
624, gpu_percent:   97% | 7397MB
625, gpu_percent:   97% | 7397MB
626, gpu_percent:   97% | 7397MB
627, gpu_percent:   97% | 7397MB
628, gpu_percent:   97% | 7397MB
629, gpu_percent:   96% | 7397MB
630, gpu_percent:   96% | 7397MB
631, gpu_percent:   97% | 7397MB
632, gpu_percent:   98% | 7397MB
633, gpu_percent:   97% | 7397MB
634, gpu_percent:   97% | 7397MB
635, gpu_percent:   98% | 7397MB
636, gpu_percent:   97% | 7397MB
637, gpu_percent:   97% | 7397MB
638, gpu_percent:   97% | 7397MB
639, gpu_percent:   97% | 7397MB
640, gpu_percent:   98% | 7397MB
641, gpu_percent:   97% | 7397MB
642, gpu_percent:   80% | 7397MB
643, gpu_percent:   94% | 7397MB
644, gpu_percent:   97% | 7397MB
645, gpu_percent:   97% | 7397MB
646, gpu_percent:   97% | 7397MB
647, gpu_percent:   97% | 7397MB
648, gpu_percent:   97% | 7397MB
649, gpu_percent:   97% | 7397MB
650, gpu_percent:   96% | 7397MB
651, gpu_percent:   96% | 7397MB
652, gpu_percent:   97% | 7397MB
653, gpu_percent:   97% | 7397MB
654, gpu_percent:   97% | 7397MB
655, gpu_percent:   97% | 7397MB
656, gpu_percent:   97% | 7397MB
657, gpu_percent:   97% | 7397MB
658, gpu_percent:   97% | 7397MB
659, gpu_percent:   97% | 7397MB
660, gpu_percent:   97% | 7397MB
661, gpu_percent:   98% | 7397MB
662, gpu_percent:   97% | 7397MB
663, gpu_percent:   96% | 7397MB
664, gpu_percent:   96% | 7397MB
665, gpu_percent:   96% | 7397MB
666, gpu_percent:   96% | 7397MB
667, gpu_percent:   97% | 7397MB
668, gpu_percent:   98% | 7397MB
669, gpu_percent:   97% | 7397MB
670, gpu_percent:   97% | 7397MB
671, gpu_percent:   97% | 7397MB
672, gpu_percent:   97% | 7397MB
673, gpu_percent:   97% | 7397MB
674, gpu_percent:   97% | 7397MB
675, gpu_percent:   92% | 7397MB
676, gpu_percent:   95% | 7397MB
677, gpu_percent:   97% | 7397MB
678, gpu_percent:   98% | 7397MB
679, gpu_percent:   97% | 7397MB
680, gpu_percent:   97% | 7397MB
681, gpu_percent:   97% | 7397MB
682, gpu_percent:   97% | 7397MB
683, gpu_percent:   97% | 7397MB
684, gpu_percent:   97% | 7397MB
685, gpu_percent:   98% | 7397MB
686, gpu_percent:   97% | 7397MB
687, gpu_percent:   97% | 7397MB
688, gpu_percent:   97% | 7397MB
689, gpu_percent:   98% | 7397MB
690, gpu_percent:   98% | 7397MB
691, gpu_percent:   97% | 7397MB
692, gpu_percent:   96% | 7397MB
693, gpu_percent:   96% | 7397MB
694, gpu_percent:   96% | 7397MB
695, gpu_percent:   96% | 7397MB
696, gpu_percent:   97% | 7397MB
697, gpu_percent:   97% | 7397MB
698, gpu_percent:   98% | 7397MB
699, gpu_percent:   97% | 7397MB
700, gpu_percent:   97% | 7397MB
701, gpu_percent:   97% | 7397MB
702, gpu_percent:   97% | 7397MB
703, gpu_percent:   97% | 7397MB
704, gpu_percent:   97% | 7397MB
705, gpu_percent:   97% | 7397MB
706, gpu_percent:   97% | 7397MB
707, gpu_percent:   92% | 7397MB
708, gpu_percent:   94% | 7397MB
709, gpu_percent:   98% | 7397MB
710, gpu_percent:   97% | 7397MB
711, gpu_percent:   97% | 7397MB
712, gpu_percent:   97% | 7397MB
713, gpu_percent:   97% | 7397MB
714, gpu_percent:   97% | 7397MB
715, gpu_percent:   97% | 7397MB
716, gpu_percent:   97% | 7397MB
717, gpu_percent:   97% | 7397MB
718, gpu_percent:   97% | 7397MB
719, gpu_percent:   96% | 7397MB
720, gpu_percent:   97% | 7397MB
721, gpu_percent:   97% | 7397MB
722, gpu_percent:   98% | 7397MB
723, gpu_percent:   97% | 7397MB
724, gpu_percent:   97% | 7397MB
725, gpu_percent:   97% | 7397MB
726, gpu_percent:   97% | 7397MB
727, gpu_percent:   97% | 7397MB
728, gpu_percent:   97% | 7397MB
729, gpu_percent:   97% | 7397MB
730, gpu_percent:   97% | 7397MB
731, gpu_percent:   97% | 7397MB
732, gpu_percent:   97% | 7397MB
733, gpu_percent:   95% | 7397MB
734, gpu_percent:   97% | 7397MB
735, gpu_percent:   97% | 7397MB
