1, gpu_percent:    6% | 233MB
75, gpu_percent:   57% | 1091MB
76, gpu_percent:   54% | 1091MB
77, gpu_percent:   55% | 1091MB
78, gpu_percent:   54% | 1091MB
79, gpu_percent:   55% | 1091MB
80, gpu_percent:   54% | 1091MB
81, gpu_percent:   54% | 1091MB
82, gpu_percent:   53% | 1091MB
83, gpu_percent:   54% | 1091MB
84, gpu_percent:   54% | 1091MB
85, gpu_percent:   53% | 1091MB
86, gpu_percent:   52% | 1091MB
87, gpu_percent:   54% | 1091MB
88, gpu_percent:   53% | 1091MB
89, gpu_percent:   48% | 1091MB
90, gpu_percent:   54% | 1091MB
91, gpu_percent:   54% | 1091MB
92, gpu_percent:   54% | 1091MB
93, gpu_percent:   55% | 1091MB
94, gpu_percent:   55% | 1091MB
95, gpu_percent:   54% | 1091MB
96, gpu_percent:   54% | 1091MB
97, gpu_percent:   55% | 1091MB
98, gpu_percent:   55% | 1091MB
99, gpu_percent:   54% | 1091MB
100, gpu_percent:   54% | 1091MB
101, gpu_percent:   54% | 1091MB
102, gpu_percent:   55% | 1091MB
103, gpu_percent:   54% | 1091MB
104, gpu_percent:   55% | 1091MB
105, gpu_percent:   55% | 1091MB
106, gpu_percent:   55% | 1091MB
107, gpu_percent:   55% | 1091MB
108, gpu_percent:   55% | 1091MB
109, gpu_percent:   55% | 1091MB
110, gpu_percent:   55% | 1091MB
111, gpu_percent:   54% | 1091MB
112, gpu_percent:   55% | 1091MB
113, gpu_percent:   54% | 1091MB
114, gpu_percent:   54% | 1091MB
115, gpu_percent:   54% | 1091MB
116, gpu_percent:   54% | 1091MB
117, gpu_percent:   55% | 1091MB
118, gpu_percent:   55% | 1091MB
119, gpu_percent:   55% | 1091MB
120, gpu_percent:   55% | 1091MB
121, gpu_percent:   54% | 1091MB
122, gpu_percent:   54% | 1091MB
123, gpu_percent:   54% | 1091MB
124, gpu_percent:   55% | 1091MB
125, gpu_percent:   54% | 1091MB
126, gpu_percent:   54% | 1091MB
127, gpu_percent:   55% | 1091MB
128, gpu_percent:   55% | 1091MB
129, gpu_percent:   54% | 1091MB
130, gpu_percent:   55% | 1091MB
131, gpu_percent:   55% | 1091MB
132, gpu_percent:   51% | 1091MB
133, gpu_percent:   56% | 1091MB
134, gpu_percent:   56% | 1091MB
135, gpu_percent:   49% | 1091MB
136, gpu_percent:   37% | 1091MB
137, gpu_percent:   50% | 1091MB
138, gpu_percent:   54% | 1091MB
139, gpu_percent:   55% | 1091MB
140, gpu_percent:   33% | 1091MB
141, gpu_percent:   38% | 1091MB
142, gpu_percent:   55% | 1091MB
143, gpu_percent:   55% | 1091MB
144, gpu_percent:   45% | 1091MB
145, gpu_percent:   34% | 1091MB
146, gpu_percent:   55% | 1091MB
147, gpu_percent:   56% | 1091MB
148, gpu_percent:   54% | 1091MB
149, gpu_percent:   54% | 1091MB
150, gpu_percent:   53% | 1091MB
151, gpu_percent:   54% | 1091MB
152, gpu_percent:   53% | 1091MB
153, gpu_percent:   40% | 1091MB
154, gpu_percent:   55% | 1091MB
155, gpu_percent:   55% | 1091MB
156, gpu_percent:   52% | 1091MB
157, gpu_percent:   53% | 1091MB
158, gpu_percent:   30% | 1091MB
159, gpu_percent:   54% | 1091MB
160, gpu_percent:   55% | 1091MB
161, gpu_percent:   54% | 1091MB
162, gpu_percent:   55% | 1091MB
163, gpu_percent:   40% | 1091MB
164, gpu_percent:   53% | 1091MB
165, gpu_percent:   54% | 1091MB
166, gpu_percent:   54% | 1091MB
167, gpu_percent:   55% | 1091MB
168, gpu_percent:   50% | 1091MB
169, gpu_percent:   55% | 1091MB
170, gpu_percent:   55% | 1091MB
171, gpu_percent:   54% | 1091MB
172, gpu_percent:   55% | 1091MB
173, gpu_percent:   55% | 1091MB
174, gpu_percent:   38% | 1091MB
175, gpu_percent:   54% | 1091MB
176, gpu_percent:   54% | 1091MB
177, gpu_percent:   55% | 1091MB
178, gpu_percent:   55% | 1091MB
179, gpu_percent:   49% | 1091MB
180, gpu_percent:   54% | 1091MB
181, gpu_percent:   54% | 1091MB
182, gpu_percent:   55% | 1091MB
183, gpu_percent:   55% | 1091MB
184, gpu_percent:   52% | 1091MB
185, gpu_percent:   55% | 1091MB
186, gpu_percent:   55% | 1091MB
187, gpu_percent:   55% | 1091MB
188, gpu_percent:   55% | 1091MB
189, gpu_percent:   54% | 1091MB
190, gpu_percent:   55% | 1091MB
191, gpu_percent:   55% | 1091MB
192, gpu_percent:   55% | 1091MB
193, gpu_percent:   55% | 1091MB
194, gpu_percent:   55% | 1091MB
195, gpu_percent:   51% | 1091MB
196, gpu_percent:   55% | 1091MB
197, gpu_percent:   55% | 1091MB
198, gpu_percent:   55% | 1091MB
199, gpu_percent:   55% | 1091MB
200, gpu_percent:   54% | 1091MB
201, gpu_percent:   54% | 1091MB
202, gpu_percent:   55% | 1091MB
203, gpu_percent:   54% | 1091MB
204, gpu_percent:   55% | 1091MB
205, gpu_percent:   47% | 1091MB
206, gpu_percent:   37% | 1091MB
207, gpu_percent:   55% | 1091MB
208, gpu_percent:   54% | 1091MB
209, gpu_percent:   48% | 1091MB
210, gpu_percent:   57% | 1091MB
211, gpu_percent:   55% | 1091MB
212, gpu_percent:   43% | 1091MB
213, gpu_percent:   34% | 1091MB
214, gpu_percent:   47% | 1091MB
215, gpu_percent:   57% | 1091MB
216, gpu_percent:   55% | 1091MB
217, gpu_percent:   37% | 1091MB
218, gpu_percent:   35% | 1091MB
219, gpu_percent:   55% | 1091MB
220, gpu_percent:   55% | 1091MB
221, gpu_percent:   55% | 1091MB
222, gpu_percent:   55% | 1091MB
223, gpu_percent:   33% | 1091MB
224, gpu_percent:   55% | 1091MB
225, gpu_percent:   55% | 1091MB
226, gpu_percent:   54% | 1091MB
227, gpu_percent:   55% | 1091MB
228, gpu_percent:   55% | 1091MB
229, gpu_percent:   32% | 1091MB
230, gpu_percent:   55% | 1091MB
231, gpu_percent:   55% | 1091MB
232, gpu_percent:   55% | 1091MB
233, gpu_percent:   55% | 1091MB
234, gpu_percent:   40% | 1091MB
235, gpu_percent:   54% | 1091MB
236, gpu_percent:   55% | 1091MB
237, gpu_percent:   55% | 1091MB
238, gpu_percent:   55% | 1091MB
239, gpu_percent:   32% | 1091MB
240, gpu_percent:   55% | 1091MB
241, gpu_percent:   55% | 1091MB
242, gpu_percent:   55% | 1091MB
243, gpu_percent:   55% | 1091MB
244, gpu_percent:   31% | 1091MB
245, gpu_percent:   55% | 1091MB
246, gpu_percent:   55% | 1091MB
247, gpu_percent:   55% | 1091MB
248, gpu_percent:   55% | 1091MB
249, gpu_percent:   55% | 1091MB
250, gpu_percent:   31% | 1091MB
251, gpu_percent:   55% | 1091MB
252, gpu_percent:   55% | 1091MB
253, gpu_percent:   55% | 1091MB
254, gpu_percent:   55% | 1091MB
255, gpu_percent:   39% | 1091MB
256, gpu_percent:   56% | 1091MB
257, gpu_percent:   55% | 1091MB
258, gpu_percent:   55% | 1091MB
259, gpu_percent:   56% | 1091MB
260, gpu_percent:   33% | 1091MB
261, gpu_percent:   55% | 1091MB
262, gpu_percent:   55% | 1091MB
263, gpu_percent:   55% | 1091MB
264, gpu_percent:   54% | 1091MB
265, gpu_percent:   42% | 1091MB
266, gpu_percent:   37% | 1091MB
267, gpu_percent:   54% | 1091MB
268, gpu_percent:   55% | 1091MB
269, gpu_percent:   55% | 1091MB
270, gpu_percent:   55% | 1091MB
271, gpu_percent:   32% | 1091MB
272, gpu_percent:   55% | 1091MB
273, gpu_percent:   54% | 1091MB
274, gpu_percent:   53% | 1091MB
275, gpu_percent:   55% | 1091MB
276, gpu_percent:   54% | 1091MB
277, gpu_percent:   47% | 1091MB
278, gpu_percent:   34% | 1091MB
279, gpu_percent:   55% | 1091MB
280, gpu_percent:   55% | 1091MB
281, gpu_percent:   56% | 1091MB
282, gpu_percent:   33% | 1091MB
283, gpu_percent:   56% | 1091MB
284, gpu_percent:   55% | 1091MB
285, gpu_percent:   33% | 1091MB
286, gpu_percent:   46% | 1091MB
287, gpu_percent:   57% | 1091MB
288, gpu_percent:   56% | 1091MB
289, gpu_percent:   35% | 1091MB
290, gpu_percent:   46% | 1091MB
291, gpu_percent:   56% | 1091MB
292, gpu_percent:   57% | 1091MB
293, gpu_percent:   52% | 1091MB
294, gpu_percent:   54% | 1091MB
295, gpu_percent:   54% | 1091MB
296, gpu_percent:   53% | 1091MB
297, gpu_percent:   54% | 1091MB
298, gpu_percent:   55% | 1091MB
299, gpu_percent:   55% | 1091MB
300, gpu_percent:   55% | 1091MB
301, gpu_percent:   55% | 1091MB
302, gpu_percent:   55% | 1091MB
303, gpu_percent:   55% | 1091MB
304, gpu_percent:   55% | 1091MB
305, gpu_percent:   54% | 1091MB
306, gpu_percent:   55% | 1091MB
307, gpu_percent:   55% | 1091MB
308, gpu_percent:   55% | 1091MB
309, gpu_percent:   55% | 1091MB
310, gpu_percent:   55% | 1091MB
311, gpu_percent:   54% | 1091MB
312, gpu_percent:   55% | 1091MB
313, gpu_percent:   54% | 1091MB
314, gpu_percent:   53% | 1091MB
315, gpu_percent:   53% | 1091MB
316, gpu_percent:   54% | 1091MB
317, gpu_percent:   54% | 1091MB
318, gpu_percent:   54% | 1091MB
319, gpu_percent:   54% | 1091MB
320, gpu_percent:   55% | 1091MB
321, gpu_percent:   55% | 1091MB
322, gpu_percent:   55% | 1091MB
323, gpu_percent:   55% | 1091MB
324, gpu_percent:   55% | 1091MB
325, gpu_percent:   55% | 1091MB
326, gpu_percent:   55% | 1091MB
327, gpu_percent:   55% | 1091MB
328, gpu_percent:   56% | 1091MB
329, gpu_percent:   55% | 1091MB
330, gpu_percent:   55% | 1091MB
331, gpu_percent:   55% | 1091MB
332, gpu_percent:   54% | 1091MB
333, gpu_percent:   55% | 1091MB
334, gpu_percent:   55% | 1091MB
335, gpu_percent:   55% | 1091MB
336, gpu_percent:   54% | 1091MB
337, gpu_percent:   55% | 1091MB
338, gpu_percent:   55% | 1091MB
339, gpu_percent:   31% | 1091MB
340, gpu_percent:   29% | 1091MB
341, gpu_percent:   30% | 1091MB
342, gpu_percent:   32% | 1091MB
343, gpu_percent:   32% | 1091MB
344, gpu_percent:   32% | 1091MB
345, gpu_percent:   32% | 1091MB
346, gpu_percent:   30% | 1091MB
347, gpu_percent:   31% | 1091MB
348, gpu_percent:   37% | 1091MB
349, gpu_percent:   33% | 1091MB
350, gpu_percent:   55% | 1091MB
351, gpu_percent:   55% | 1091MB
352, gpu_percent:   48% | 1091MB
353, gpu_percent:   36% | 1091MB
354, gpu_percent:   55% | 1091MB
355, gpu_percent:   54% | 1091MB
356, gpu_percent:   56% | 1091MB
357, gpu_percent:   55% | 1091MB
358, gpu_percent:   56% | 1091MB
359, gpu_percent:   45% | 1091MB
360, gpu_percent:   38% | 1091MB
361, gpu_percent:   55% | 1091MB
362, gpu_percent:   56% | 1091MB
363, gpu_percent:   44% | 1091MB
364, gpu_percent:   36% | 1091MB
365, gpu_percent:   51% | 1091MB
366, gpu_percent:   52% | 1091MB
367, gpu_percent:   54% | 1091MB
368, gpu_percent:   54% | 1091MB
369, gpu_percent:   54% | 1091MB
370, gpu_percent:   54% | 1091MB
371, gpu_percent:   54% | 1091MB
372, gpu_percent:   54% | 1091MB
373, gpu_percent:   54% | 1091MB
374, gpu_percent:   54% | 1091MB
375, gpu_percent:   55% | 1091MB
376, gpu_percent:   55% | 1091MB
377, gpu_percent:   55% | 1091MB
378, gpu_percent:   54% | 1091MB
379, gpu_percent:   54% | 1091MB
380, gpu_percent:   54% | 1091MB
381, gpu_percent:   54% | 1091MB
382, gpu_percent:   53% | 1091MB
383, gpu_percent:   53% | 1091MB
384, gpu_percent:   54% | 1091MB
385, gpu_percent:   53% | 1091MB
386, gpu_percent:   55% | 1091MB
387, gpu_percent:   53% | 1091MB
388, gpu_percent:   53% | 1091MB
389, gpu_percent:   53% | 1091MB
390, gpu_percent:   53% | 1091MB
391, gpu_percent:   55% | 1091MB
392, gpu_percent:   53% | 1091MB
393, gpu_percent:   55% | 1091MB
394, gpu_percent:   55% | 1091MB
395, gpu_percent:   55% | 1091MB
396, gpu_percent:   55% | 1091MB
397, gpu_percent:   54% | 1091MB
398, gpu_percent:   54% | 1091MB
399, gpu_percent:   55% | 1091MB
400, gpu_percent:   54% | 1091MB
401, gpu_percent:   54% | 1091MB
402, gpu_percent:   55% | 1091MB
403, gpu_percent:   55% | 1091MB
404, gpu_percent:   55% | 1091MB
405, gpu_percent:   55% | 1091MB
406, gpu_percent:   55% | 1091MB
407, gpu_percent:   55% | 1091MB
408, gpu_percent:   55% | 1091MB
409, gpu_percent:   52% | 1091MB
410, gpu_percent:   53% | 1091MB
411, gpu_percent:   53% | 1091MB
412, gpu_percent:   53% | 1091MB
413, gpu_percent:   53% | 1091MB
414, gpu_percent:   54% | 1091MB
415, gpu_percent:   55% | 1091MB
416, gpu_percent:   55% | 1091MB
417, gpu_percent:   55% | 1091MB
418, gpu_percent:   55% | 1091MB
419, gpu_percent:   55% | 1091MB
420, gpu_percent:   55% | 1091MB
421, gpu_percent:   33% | 1091MB
422, gpu_percent:   39% | 1091MB
423, gpu_percent:   55% | 1091MB
424, gpu_percent:   57% | 1091MB
425, gpu_percent:   48% | 1091MB
426, gpu_percent:   35% | 1091MB
427, gpu_percent:   56% | 1091MB
428, gpu_percent:   55% | 1091MB
429, gpu_percent:   57% | 1091MB
430, gpu_percent:   32% | 1091MB
431, gpu_percent:   54% | 1091MB
432, gpu_percent:   51% | 1091MB
433, gpu_percent:   33% | 1091MB
434, gpu_percent:   55% | 1091MB
435, gpu_percent:   56% | 1091MB
436, gpu_percent:   54% | 1091MB
437, gpu_percent:   31% | 1091MB
438, gpu_percent:   53% | 1091MB
439, gpu_percent:   55% | 1091MB
440, gpu_percent:   54% | 1091MB
441, gpu_percent:   54% | 1091MB
442, gpu_percent:   55% | 1091MB
443, gpu_percent:   54% | 1091MB
444, gpu_percent:   55% | 1091MB
445, gpu_percent:   54% | 1091MB
446, gpu_percent:   54% | 1091MB
447, gpu_percent:   54% | 1091MB
448, gpu_percent:   37% | 1091MB
449, gpu_percent:   42% | 1091MB
450, gpu_percent:   53% | 1091MB
451, gpu_percent:   42% | 1091MB
452, gpu_percent:   55% | 1091MB
453, gpu_percent:   53% | 1091MB
454, gpu_percent:   55% | 1091MB
455, gpu_percent:   55% | 1091MB
456, gpu_percent:   54% | 1091MB
457, gpu_percent:   54% | 1091MB
458, gpu_percent:   52% | 1091MB
459, gpu_percent:   53% | 1091MB
460, gpu_percent:   55% | 1091MB
461, gpu_percent:   54% | 1091MB
462, gpu_percent:   36% | 1091MB
463, gpu_percent:   33% | 1091MB
464, gpu_percent:   52% | 1091MB
465, gpu_percent:   53% | 1091MB
466, gpu_percent:   53% | 1091MB
467, gpu_percent:   54% | 1091MB
468, gpu_percent:   55% | 1091MB
469, gpu_percent:   52% | 1091MB
470, gpu_percent:   54% | 1091MB
471, gpu_percent:   54% | 1091MB
472, gpu_percent:   52% | 1091MB
473, gpu_percent:   54% | 1091MB
474, gpu_percent:   55% | 1091MB
475, gpu_percent:   52% | 1091MB
476, gpu_percent:   54% | 1091MB
477, gpu_percent:   53% | 1091MB
478, gpu_percent:   55% | 1091MB
479, gpu_percent:   54% | 1091MB
480, gpu_percent:   55% | 1091MB
481, gpu_percent:   54% | 1091MB
482, gpu_percent:   54% | 1091MB
483, gpu_percent:   55% | 1091MB
484, gpu_percent:   54% | 1091MB
485, gpu_percent:   55% | 1091MB
486, gpu_percent:   55% | 1091MB
487, gpu_percent:   55% | 1091MB
488, gpu_percent:   55% | 1091MB
489, gpu_percent:   55% | 1091MB
490, gpu_percent:   55% | 1091MB
491, gpu_percent:   53% | 1091MB
492, gpu_percent:   55% | 1091MB
493, gpu_percent:   55% | 1091MB
494, gpu_percent:   55% | 1091MB
495, gpu_percent:   37% | 1091MB
496, gpu_percent:   34% | 1091MB
497, gpu_percent:   56% | 1091MB
498, gpu_percent:   54% | 1091MB
499, gpu_percent:   57% | 1091MB
500, gpu_percent:   37% | 1091MB
501, gpu_percent:   49% | 1091MB
502, gpu_percent:   55% | 1091MB
503, gpu_percent:   56% | 1091MB
504, gpu_percent:   37% | 1091MB
505, gpu_percent:   39% | 1091MB
506, gpu_percent:   54% | 1091MB
507, gpu_percent:   33% | 1091MB
508, gpu_percent:   54% | 1091MB
509, gpu_percent:   56% | 1091MB
510, gpu_percent:   56% | 1091MB
511, gpu_percent:   55% | 1091MB
512, gpu_percent:   54% | 1091MB
513, gpu_percent:   54% | 1091MB
514, gpu_percent:   54% | 1091MB
515, gpu_percent:   37% | 1091MB
516, gpu_percent:   40% | 1091MB
517, gpu_percent:   53% | 1091MB
518, gpu_percent:   53% | 1091MB
519, gpu_percent:   53% | 1091MB
520, gpu_percent:   52% | 1091MB
521, gpu_percent:   54% | 1091MB
522, gpu_percent:   55% | 1091MB
523, gpu_percent:   53% | 1091MB
524, gpu_percent:   55% | 1091MB
525, gpu_percent:   55% | 1091MB
526, gpu_percent:   54% | 1091MB
527, gpu_percent:   54% | 1091MB
528, gpu_percent:   55% | 1091MB
529, gpu_percent:   39% | 1091MB
530, gpu_percent:   32% | 1091MB
531, gpu_percent:   49% | 1091MB
532, gpu_percent:   54% | 1091MB
533, gpu_percent:   55% | 1091MB
534, gpu_percent:   54% | 1091MB
535, gpu_percent:   54% | 1091MB
536, gpu_percent:   54% | 1091MB
537, gpu_percent:   54% | 1091MB
538, gpu_percent:   54% | 1091MB
539, gpu_percent:   54% | 1091MB
540, gpu_percent:   55% | 1091MB
541, gpu_percent:   55% | 1091MB
542, gpu_percent:   55% | 1091MB
543, gpu_percent:   55% | 1091MB
544, gpu_percent:   41% | 1091MB
545, gpu_percent:   30% | 1091MB
546, gpu_percent:   43% | 1091MB
547, gpu_percent:   54% | 1091MB
548, gpu_percent:   54% | 1091MB
549, gpu_percent:   54% | 1091MB
550, gpu_percent:   54% | 1091MB
551, gpu_percent:   55% | 1091MB
552, gpu_percent:   54% | 1091MB
553, gpu_percent:   54% | 1091MB
554, gpu_percent:   55% | 1091MB
555, gpu_percent:   54% | 1091MB
556, gpu_percent:   55% | 1091MB
557, gpu_percent:   37% | 1091MB
558, gpu_percent:   37% | 1091MB
559, gpu_percent:   37% | 1091MB
560, gpu_percent:   33% | 1091MB
561, gpu_percent:   52% | 1091MB
562, gpu_percent:   54% | 1091MB
563, gpu_percent:   55% | 1091MB
564, gpu_percent:   55% | 1091MB
565, gpu_percent:   54% | 1091MB
566, gpu_percent:   54% | 1091MB
567, gpu_percent:   35% | 1091MB
568, gpu_percent:   54% | 1091MB
569, gpu_percent:   54% | 1091MB
570, gpu_percent:   56% | 1091MB
571, gpu_percent:   32% | 1091MB
572, gpu_percent:   38% | 1091MB
573, gpu_percent:   54% | 1091MB
574, gpu_percent:   56% | 1091MB
575, gpu_percent:   52% | 1091MB
576, gpu_percent:   34% | 1091MB
577, gpu_percent:   44% | 1091MB
578, gpu_percent:   57% | 1091MB
579, gpu_percent:   57% | 1091MB
580, gpu_percent:   48% | 1091MB
581, gpu_percent:   57% | 1091MB
582, gpu_percent:   56% | 1091MB
583, gpu_percent:   39% | 1091MB
584, gpu_percent:   55% | 1091MB
585, gpu_percent:   55% | 1091MB
586, gpu_percent:   54% | 1091MB
587, gpu_percent:   43% | 1091MB
588, gpu_percent:   29% | 1091MB
589, gpu_percent:   42% | 1091MB
590, gpu_percent:   55% | 1091MB
591, gpu_percent:   55% | 1091MB
592, gpu_percent:   54% | 1091MB
593, gpu_percent:   55% | 1091MB
594, gpu_percent:   54% | 1091MB
595, gpu_percent:   53% | 1091MB
596, gpu_percent:   51% | 1091MB
597, gpu_percent:   53% | 1091MB
598, gpu_percent:   52% | 1091MB
599, gpu_percent:   53% | 1091MB
600, gpu_percent:   53% | 1091MB
601, gpu_percent:   54% | 1091MB
602, gpu_percent:   55% | 1091MB
603, gpu_percent:   38% | 1091MB
604, gpu_percent:   38% | 1091MB
605, gpu_percent:   54% | 1091MB
606, gpu_percent:   53% | 1091MB
607, gpu_percent:   53% | 1091MB
608, gpu_percent:   52% | 1091MB
609, gpu_percent:   54% | 1091MB
610, gpu_percent:   53% | 1091MB
611, gpu_percent:   53% | 1091MB
612, gpu_percent:   54% | 1091MB
613, gpu_percent:   53% | 1091MB
614, gpu_percent:   53% | 1091MB
615, gpu_percent:   54% | 1091MB
616, gpu_percent:   55% | 1091MB
617, gpu_percent:   54% | 1091MB
618, gpu_percent:   35% | 1091MB
619, gpu_percent:   33% | 1091MB
620, gpu_percent:   47% | 1091MB
621, gpu_percent:   55% | 1091MB
622, gpu_percent:   55% | 1091MB
623, gpu_percent:   55% | 1091MB
624, gpu_percent:   55% | 1091MB
625, gpu_percent:   55% | 1091MB
626, gpu_percent:   55% | 1091MB
627, gpu_percent:   54% | 1091MB
628, gpu_percent:   55% | 1091MB
629, gpu_percent:   55% | 1091MB
630, gpu_percent:   54% | 1091MB
631, gpu_percent:   54% | 1091MB
632, gpu_percent:   50% | 1091MB
633, gpu_percent:   41% | 1091MB
634, gpu_percent:   38% | 1091MB
635, gpu_percent:   54% | 1091MB
636, gpu_percent:   37% | 1091MB
637, gpu_percent:   52% | 1091MB
638, gpu_percent:   55% | 1091MB
639, gpu_percent:   54% | 1091MB
640, gpu_percent:   55% | 1091MB
641, gpu_percent:   34% | 1091MB
642, gpu_percent:   39% | 1091MB
643, gpu_percent:   54% | 1091MB
644, gpu_percent:   55% | 1091MB
645, gpu_percent:   43% | 1091MB
646, gpu_percent:   38% | 1091MB
647, gpu_percent:   55% | 1091MB
648, gpu_percent:   54% | 1091MB
649, gpu_percent:   51% | 1091MB
650, gpu_percent:   37% | 1091MB
651, gpu_percent:   57% | 1091MB
652, gpu_percent:   56% | 1091MB
653, gpu_percent:   55% | 1091MB
654, gpu_percent:   57% | 1091MB
655, gpu_percent:   56% | 1091MB
656, gpu_percent:    0% | 1091MB
657, gpu_percent:    0% | 1091MB
658, gpu_percent:    0% | 1091MB
659, gpu_percent:   55% | 1091MB
660, gpu_percent:   55% | 1091MB
661, gpu_percent:   55% | 1091MB
662, gpu_percent:   55% | 1091MB
663, gpu_percent:   55% | 1091MB
664, gpu_percent:   54% | 1091MB
665, gpu_percent:   54% | 1091MB
666, gpu_percent:   54% | 1091MB
667, gpu_percent:   55% | 1091MB
668, gpu_percent:   55% | 1091MB
669, gpu_percent:   54% | 1091MB
670, gpu_percent:   55% | 1091MB
671, gpu_percent:   55% | 1091MB
672, gpu_percent:   55% | 1091MB
673, gpu_percent:   54% | 1091MB
674, gpu_percent:   54% | 1091MB
675, gpu_percent:   54% | 1091MB
676, gpu_percent:   54% | 1091MB
677, gpu_percent:   53% | 1091MB
678, gpu_percent:   55% | 1091MB
679, gpu_percent:   55% | 1091MB
680, gpu_percent:   54% | 1091MB
681, gpu_percent:   55% | 1091MB
682, gpu_percent:   55% | 1091MB
683, gpu_percent:   54% | 1091MB
684, gpu_percent:   54% | 1091MB
685, gpu_percent:   55% | 1091MB
686, gpu_percent:   54% | 1091MB
687, gpu_percent:   54% | 1091MB
688, gpu_percent:   54% | 1091MB
689, gpu_percent:   55% | 1091MB
690, gpu_percent:   54% | 1091MB
691, gpu_percent:   54% | 1091MB
692, gpu_percent:   54% | 1091MB
693, gpu_percent:   54% | 1091MB
694, gpu_percent:   54% | 1091MB
695, gpu_percent:   54% | 1091MB
696, gpu_percent:   54% | 1091MB
697, gpu_percent:   55% | 1091MB
698, gpu_percent:   55% | 1091MB
699, gpu_percent:   55% | 1091MB
700, gpu_percent:   54% | 1091MB
701, gpu_percent:   54% | 1091MB
702, gpu_percent:   55% | 1091MB
703, gpu_percent:   55% | 1091MB
704, gpu_percent:   55% | 1091MB
705, gpu_percent:   55% | 1091MB
706, gpu_percent:   55% | 1091MB
707, gpu_percent:   54% | 1091MB
708, gpu_percent:   54% | 1091MB
709, gpu_percent:   54% | 1091MB
710, gpu_percent:   54% | 1091MB
711, gpu_percent:   55% | 1091MB
712, gpu_percent:   55% | 1091MB
713, gpu_percent:   54% | 1091MB
714, gpu_percent:   55% | 1091MB
715, gpu_percent:   33% | 1091MB
716, gpu_percent:   47% | 1091MB
717, gpu_percent:   56% | 1091MB
718, gpu_percent:   55% | 1091MB
719, gpu_percent:   39% | 1091MB
720, gpu_percent:   37% | 1091MB
721, gpu_percent:   55% | 1091MB
722, gpu_percent:   55% | 1091MB
723, gpu_percent:   57% | 1091MB
724, gpu_percent:   32% | 1091MB
725, gpu_percent:   40% | 1091MB
726, gpu_percent:   57% | 1091MB
727, gpu_percent:   55% | 1091MB
728, gpu_percent:   42% | 1091MB
729, gpu_percent:   56% | 1091MB
730, gpu_percent:   54% | 1091MB
731, gpu_percent:   47% | 1091MB
732, gpu_percent:   53% | 1091MB
733, gpu_percent:   52% | 1091MB
734, gpu_percent:   29% | 1091MB
735, gpu_percent:   54% | 1091MB
736, gpu_percent:   54% | 1091MB
