1, gpu_percent:   10% | 825MB
170, gpu_percent:   95% | 1073MB
171, gpu_percent:   95% | 1073MB
172, gpu_percent:   95% | 1073MB
173, gpu_percent:   95% | 1073MB
174, gpu_percent:   95% | 1073MB
175, gpu_percent:   95% | 1073MB
176, gpu_percent:   94% | 1073MB
177, gpu_percent:   95% | 1073MB
178, gpu_percent:   95% | 1073MB
179, gpu_percent:   95% | 1073MB
180, gpu_percent:   95% | 1073MB
181, gpu_percent:   95% | 1073MB
182, gpu_percent:   95% | 1073MB
183, gpu_percent:   95% | 1073MB
184, gpu_percent:   95% | 1073MB
185, gpu_percent:   95% | 1073MB
186, gpu_percent:   93% | 1073MB
187, gpu_percent:   93% | 1073MB
188, gpu_percent:   93% | 1073MB
189, gpu_percent:   95% | 1073MB
190, gpu_percent:   95% | 1073MB
191, gpu_percent:   95% | 1073MB
192, gpu_percent:   95% | 1073MB
193, gpu_percent:   95% | 1073MB
194, gpu_percent:   95% | 1073MB
195, gpu_percent:   95% | 1073MB
196, gpu_percent:   95% | 1073MB
197, gpu_percent:   94% | 1073MB
198, gpu_percent:   94% | 1073MB
199, gpu_percent:   95% | 1073MB
200, gpu_percent:   94% | 1073MB
201, gpu_percent:   95% | 1073MB
202, gpu_percent:   95% | 1073MB
203, gpu_percent:   95% | 1073MB
204, gpu_percent:   95% | 1073MB
205, gpu_percent:   95% | 1073MB
206, gpu_percent:   95% | 1073MB
207, gpu_percent:   95% | 1073MB
208, gpu_percent:   95% | 1073MB
209, gpu_percent:   95% | 1073MB
210, gpu_percent:   95% | 1073MB
211, gpu_percent:   96% | 1073MB
212, gpu_percent:   95% | 1073MB
213, gpu_percent:   92% | 1073MB
214, gpu_percent:   93% | 1073MB
215, gpu_percent:   92% | 1073MB
216, gpu_percent:   95% | 1073MB
217, gpu_percent:   95% | 1073MB
218, gpu_percent:   95% | 1073MB
219, gpu_percent:   95% | 1073MB
220, gpu_percent:   95% | 1073MB
221, gpu_percent:   94% | 1073MB
222, gpu_percent:   95% | 1073MB
223, gpu_percent:   95% | 1073MB
224, gpu_percent:   95% | 1073MB
225, gpu_percent:   95% | 1073MB
226, gpu_percent:   95% | 1073MB
227, gpu_percent:   95% | 1073MB
228, gpu_percent:   95% | 1073MB
229, gpu_percent:   95% | 1073MB
230, gpu_percent:   95% | 1073MB
231, gpu_percent:   95% | 1073MB
232, gpu_percent:   95% | 1073MB
233, gpu_percent:   95% | 1073MB
234, gpu_percent:   95% | 1073MB
235, gpu_percent:   95% | 1073MB
236, gpu_percent:   95% | 1073MB
237, gpu_percent:   95% | 1073MB
238, gpu_percent:   95% | 1073MB
239, gpu_percent:   95% | 1073MB
240, gpu_percent:   93% | 1073MB
241, gpu_percent:   92% | 1073MB
242, gpu_percent:   91% | 1073MB
243, gpu_percent:   95% | 1073MB
244, gpu_percent:   95% | 1073MB
245, gpu_percent:   94% | 1073MB
246, gpu_percent:   95% | 1073MB
247, gpu_percent:   95% | 1073MB
248, gpu_percent:   95% | 1073MB
249, gpu_percent:   95% | 1073MB
250, gpu_percent:   95% | 1073MB
251, gpu_percent:   95% | 1073MB
252, gpu_percent:   95% | 1073MB
253, gpu_percent:   95% | 1073MB
254, gpu_percent:   95% | 1073MB
255, gpu_percent:   95% | 1073MB
256, gpu_percent:   95% | 1073MB
257, gpu_percent:   95% | 1073MB
258, gpu_percent:   95% | 1073MB
259, gpu_percent:   95% | 1073MB
260, gpu_percent:   95% | 1073MB
261, gpu_percent:   95% | 1073MB
262, gpu_percent:   95% | 1073MB
263, gpu_percent:   95% | 1073MB
264, gpu_percent:   95% | 1073MB
265, gpu_percent:   95% | 1073MB
266, gpu_percent:   95% | 1073MB
267, gpu_percent:   92% | 1073MB
268, gpu_percent:   92% | 1073MB
269, gpu_percent:   95% | 1073MB
270, gpu_percent:   95% | 1073MB
271, gpu_percent:   95% | 1073MB
272, gpu_percent:   95% | 1073MB
273, gpu_percent:   95% | 1073MB
274, gpu_percent:   95% | 1073MB
275, gpu_percent:   95% | 1073MB
276, gpu_percent:   95% | 1073MB
277, gpu_percent:   95% | 1073MB
278, gpu_percent:   95% | 1073MB
279, gpu_percent:   95% | 1073MB
280, gpu_percent:   95% | 1073MB
281, gpu_percent:   95% | 1073MB
282, gpu_percent:   95% | 1073MB
283, gpu_percent:   95% | 1073MB
284, gpu_percent:   94% | 1073MB
285, gpu_percent:   95% | 1073MB
286, gpu_percent:   95% | 1073MB
287, gpu_percent:   95% | 1073MB
288, gpu_percent:   95% | 1073MB
289, gpu_percent:   95% | 1073MB
290, gpu_percent:   95% | 1073MB
291, gpu_percent:   94% | 1073MB
292, gpu_percent:   95% | 1073MB
293, gpu_percent:   95% | 1073MB
294, gpu_percent:   92% | 1073MB
295, gpu_percent:   93% | 1073MB
296, gpu_percent:   95% | 1073MB
297, gpu_percent:   95% | 1073MB
298, gpu_percent:   95% | 1073MB
299, gpu_percent:   96% | 1073MB
300, gpu_percent:   95% | 1073MB
301, gpu_percent:   95% | 1073MB
302, gpu_percent:   95% | 1073MB
303, gpu_percent:   95% | 1073MB
304, gpu_percent:   94% | 1073MB
305, gpu_percent:   95% | 1073MB
306, gpu_percent:   95% | 1073MB
307, gpu_percent:   95% | 1073MB
308, gpu_percent:   95% | 1073MB
309, gpu_percent:   95% | 1073MB
310, gpu_percent:   95% | 1073MB
311, gpu_percent:   95% | 1073MB
312, gpu_percent:   95% | 1073MB
313, gpu_percent:   95% | 1073MB
314, gpu_percent:   95% | 1073MB
315, gpu_percent:   95% | 1073MB
316, gpu_percent:   95% | 1073MB
317, gpu_percent:   95% | 1073MB
318, gpu_percent:   95% | 1073MB
319, gpu_percent:   95% | 1073MB
320, gpu_percent:   93% | 1073MB
321, gpu_percent:   92% | 1073MB
322, gpu_percent:   93% | 1073MB
323, gpu_percent:   95% | 1073MB
324, gpu_percent:   95% | 1073MB
325, gpu_percent:   95% | 1073MB
326, gpu_percent:   95% | 1073MB
327, gpu_percent:   95% | 1073MB
328, gpu_percent:   95% | 1073MB
329, gpu_percent:   95% | 1073MB
330, gpu_percent:   95% | 1073MB
331, gpu_percent:   95% | 1073MB
332, gpu_percent:   95% | 1073MB
333, gpu_percent:   95% | 1073MB
334, gpu_percent:   95% | 1073MB
335, gpu_percent:   95% | 1073MB
336, gpu_percent:   95% | 1073MB
337, gpu_percent:   95% | 1073MB
338, gpu_percent:   95% | 1073MB
339, gpu_percent:   95% | 1073MB
340, gpu_percent:   94% | 1073MB
341, gpu_percent:   95% | 1073MB
342, gpu_percent:   95% | 1073MB
343, gpu_percent:   95% | 1073MB
344, gpu_percent:   95% | 1073MB
345, gpu_percent:   95% | 1073MB
346, gpu_percent:   95% | 1073MB
347, gpu_percent:   93% | 1073MB
348, gpu_percent:   93% | 1073MB
349, gpu_percent:   92% | 1073MB
350, gpu_percent:   95% | 1073MB
351, gpu_percent:   95% | 1073MB
352, gpu_percent:   95% | 1073MB
353, gpu_percent:   95% | 1073MB
354, gpu_percent:   95% | 1073MB
355, gpu_percent:   95% | 1073MB
356, gpu_percent:   94% | 1073MB
357, gpu_percent:   95% | 1073MB
358, gpu_percent:   95% | 1073MB
359, gpu_percent:   95% | 1073MB
360, gpu_percent:   95% | 1073MB
361, gpu_percent:   95% | 1073MB
362, gpu_percent:   95% | 1073MB
363, gpu_percent:   95% | 1073MB
364, gpu_percent:   95% | 1073MB
365, gpu_percent:   94% | 1073MB
366, gpu_percent:   95% | 1073MB
367, gpu_percent:   95% | 1073MB
368, gpu_percent:   95% | 1073MB
369, gpu_percent:   95% | 1073MB
370, gpu_percent:   95% | 1073MB
371, gpu_percent:   95% | 1073MB
372, gpu_percent:   94% | 1073MB
373, gpu_percent:   95% | 1073MB
374, gpu_percent:   92% | 1073MB
375, gpu_percent:   93% | 1073MB
376, gpu_percent:   89% | 1073MB
377, gpu_percent:   95% | 1073MB
378, gpu_percent:   95% | 1073MB
379, gpu_percent:   95% | 1073MB
380, gpu_percent:   94% | 1073MB
381, gpu_percent:   94% | 1073MB
382, gpu_percent:   95% | 1073MB
383, gpu_percent:   94% | 1073MB
384, gpu_percent:   95% | 1073MB
385, gpu_percent:   95% | 1073MB
386, gpu_percent:   95% | 1073MB
387, gpu_percent:   95% | 1073MB
388, gpu_percent:   95% | 1073MB
389, gpu_percent:   95% | 1073MB
390, gpu_percent:   95% | 1073MB
391, gpu_percent:   95% | 1073MB
392, gpu_percent:   95% | 1073MB
393, gpu_percent:   95% | 1073MB
394, gpu_percent:   94% | 1073MB
395, gpu_percent:   95% | 1073MB
396, gpu_percent:   95% | 1073MB
397, gpu_percent:   95% | 1073MB
398, gpu_percent:   94% | 1073MB
399, gpu_percent:   94% | 1073MB
400, gpu_percent:   95% | 1073MB
401, gpu_percent:   92% | 1073MB
402, gpu_percent:   92% | 1073MB
403, gpu_percent:   91% | 1073MB
404, gpu_percent:   94% | 1073MB
405, gpu_percent:   95% | 1073MB
406, gpu_percent:   95% | 1073MB
407, gpu_percent:   95% | 1073MB
408, gpu_percent:   95% | 1073MB
409, gpu_percent:   95% | 1073MB
410, gpu_percent:   95% | 1073MB
411, gpu_percent:   94% | 1073MB
412, gpu_percent:   95% | 1073MB
413, gpu_percent:   94% | 1073MB
414, gpu_percent:   95% | 1073MB
415, gpu_percent:   95% | 1073MB
416, gpu_percent:   95% | 1073MB
417, gpu_percent:   95% | 1073MB
418, gpu_percent:   95% | 1073MB
419, gpu_percent:   95% | 1073MB
420, gpu_percent:   95% | 1073MB
421, gpu_percent:   95% | 1073MB
422, gpu_percent:   95% | 1073MB
423, gpu_percent:   95% | 1073MB
424, gpu_percent:   95% | 1073MB
425, gpu_percent:   95% | 1073MB
426, gpu_percent:   95% | 1073MB
427, gpu_percent:   95% | 1073MB
428, gpu_percent:   93% | 1073MB
429, gpu_percent:   92% | 1073MB
430, gpu_percent:   95% | 1073MB
431, gpu_percent:   95% | 1073MB
432, gpu_percent:   95% | 1073MB
433, gpu_percent:   95% | 1073MB
434, gpu_percent:   95% | 1073MB
435, gpu_percent:   95% | 1073MB
436, gpu_percent:   95% | 1073MB
437, gpu_percent:   95% | 1073MB
438, gpu_percent:   95% | 1073MB
439, gpu_percent:   95% | 1073MB
440, gpu_percent:   95% | 1073MB
441, gpu_percent:   95% | 1073MB
442, gpu_percent:   95% | 1073MB
443, gpu_percent:   95% | 1073MB
444, gpu_percent:   95% | 1073MB
445, gpu_percent:   95% | 1073MB
446, gpu_percent:   95% | 1073MB
447, gpu_percent:   95% | 1073MB
448, gpu_percent:   95% | 1073MB
449, gpu_percent:   95% | 1073MB
450, gpu_percent:   95% | 1073MB
451, gpu_percent:   95% | 1073MB
452, gpu_percent:   95% | 1073MB
453, gpu_percent:   95% | 1073MB
454, gpu_percent:   93% | 1073MB
455, gpu_percent:   92% | 1073MB
456, gpu_percent:   92% | 1073MB
457, gpu_percent:   95% | 1073MB
458, gpu_percent:   95% | 1073MB
459, gpu_percent:   95% | 1073MB
460, gpu_percent:   95% | 1073MB
461, gpu_percent:   95% | 1073MB
462, gpu_percent:   95% | 1073MB
463, gpu_percent:   95% | 1073MB
464, gpu_percent:   95% | 1073MB
465, gpu_percent:   95% | 1073MB
466, gpu_percent:   95% | 1073MB
467, gpu_percent:   95% | 1073MB
468, gpu_percent:   95% | 1073MB
469, gpu_percent:   95% | 1073MB
470, gpu_percent:   95% | 1073MB
471, gpu_percent:   95% | 1073MB
472, gpu_percent:   95% | 1073MB
473, gpu_percent:   95% | 1073MB
474, gpu_percent:   95% | 1073MB
475, gpu_percent:   95% | 1073MB
476, gpu_percent:   95% | 1073MB
477, gpu_percent:   95% | 1073MB
478, gpu_percent:   95% | 1073MB
479, gpu_percent:   95% | 1073MB
480, gpu_percent:   95% | 1073MB
481, gpu_percent:   92% | 1073MB
482, gpu_percent:   92% | 1073MB
483, gpu_percent:   92% | 1073MB
484, gpu_percent:   95% | 1073MB
485, gpu_percent:   95% | 1073MB
486, gpu_percent:   95% | 1073MB
487, gpu_percent:   95% | 1073MB
488, gpu_percent:   95% | 1073MB
489, gpu_percent:   95% | 1073MB
490, gpu_percent:   95% | 1073MB
491, gpu_percent:   95% | 1073MB
492, gpu_percent:   95% | 1073MB
493, gpu_percent:   95% | 1073MB
494, gpu_percent:   95% | 1073MB
495, gpu_percent:   94% | 1073MB
496, gpu_percent:   95% | 1073MB
497, gpu_percent:   95% | 1073MB
498, gpu_percent:   95% | 1073MB
499, gpu_percent:   95% | 1073MB
500, gpu_percent:   95% | 1073MB
501, gpu_percent:   95% | 1073MB
502, gpu_percent:   95% | 1073MB
503, gpu_percent:   95% | 1073MB
504, gpu_percent:   95% | 1073MB
505, gpu_percent:   94% | 1073MB
506, gpu_percent:   95% | 1073MB
507, gpu_percent:   95% | 1073MB
508, gpu_percent:   92% | 1073MB
509, gpu_percent:   92% | 1073MB
510, gpu_percent:   91% | 1073MB
511, gpu_percent:   95% | 1073MB
512, gpu_percent:   95% | 1073MB
513, gpu_percent:   95% | 1073MB
514, gpu_percent:   94% | 1073MB
515, gpu_percent:   95% | 1073MB
516, gpu_percent:   95% | 1073MB
517, gpu_percent:   94% | 1073MB
518, gpu_percent:   95% | 1073MB
519, gpu_percent:   95% | 1073MB
520, gpu_percent:   95% | 1073MB
521, gpu_percent:   95% | 1073MB
522, gpu_percent:   95% | 1073MB
523, gpu_percent:   95% | 1073MB
524, gpu_percent:   95% | 1073MB
525, gpu_percent:   95% | 1073MB
526, gpu_percent:   95% | 1073MB
527, gpu_percent:   95% | 1073MB
528, gpu_percent:   95% | 1073MB
529, gpu_percent:   95% | 1073MB
530, gpu_percent:   95% | 1073MB
531, gpu_percent:   95% | 1073MB
532, gpu_percent:   95% | 1073MB
533, gpu_percent:   95% | 1073MB
534, gpu_percent:   95% | 1073MB
535, gpu_percent:   93% | 1073MB
536, gpu_percent:   93% | 1073MB
537, gpu_percent:   61% | 1073MB
538, gpu_percent:   95% | 1073MB
539, gpu_percent:   95% | 1073MB
540, gpu_percent:   95% | 1073MB
541, gpu_percent:   95% | 1073MB
542, gpu_percent:   95% | 1073MB
543, gpu_percent:   95% | 1073MB
544, gpu_percent:   95% | 1073MB
545, gpu_percent:   95% | 1073MB
546, gpu_percent:   95% | 1073MB
547, gpu_percent:   95% | 1073MB
548, gpu_percent:   95% | 1073MB
549, gpu_percent:   95% | 1073MB
550, gpu_percent:   95% | 1073MB
551, gpu_percent:   95% | 1073MB
552, gpu_percent:   95% | 1073MB
553, gpu_percent:   95% | 1073MB
554, gpu_percent:   95% | 1073MB
555, gpu_percent:   95% | 1073MB
556, gpu_percent:   94% | 1073MB
557, gpu_percent:   95% | 1073MB
558, gpu_percent:   95% | 1073MB
559, gpu_percent:   95% | 1073MB
560, gpu_percent:   95% | 1073MB
561, gpu_percent:   95% | 1073MB
562, gpu_percent:   92% | 1073MB
563, gpu_percent:   92% | 1073MB
564, gpu_percent:   95% | 1073MB
565, gpu_percent:   95% | 1073MB
566, gpu_percent:   95% | 1073MB
567, gpu_percent:   94% | 1073MB
568, gpu_percent:   95% | 1073MB
569, gpu_percent:   95% | 1073MB
570, gpu_percent:   95% | 1073MB
571, gpu_percent:   95% | 1073MB
572, gpu_percent:   95% | 1073MB
573, gpu_percent:   95% | 1073MB
574, gpu_percent:   95% | 1073MB
575, gpu_percent:   95% | 1073MB
576, gpu_percent:   95% | 1073MB
577, gpu_percent:   95% | 1073MB
578, gpu_percent:   95% | 1073MB
579, gpu_percent:   95% | 1073MB
580, gpu_percent:   95% | 1073MB
581, gpu_percent:   95% | 1073MB
582, gpu_percent:   95% | 1073MB
583, gpu_percent:   94% | 1073MB
584, gpu_percent:   95% | 1073MB
585, gpu_percent:   95% | 1073MB
586, gpu_percent:   94% | 1073MB
587, gpu_percent:   95% | 1073MB
588, gpu_percent:   94% | 1073MB
589, gpu_percent:   91% | 1073MB
590, gpu_percent:   91% | 1073MB
591, gpu_percent:   94% | 1073MB
592, gpu_percent:   95% | 1073MB
593, gpu_percent:   95% | 1073MB
594, gpu_percent:   94% | 1073MB
595, gpu_percent:   94% | 1073MB
596, gpu_percent:   94% | 1073MB
597, gpu_percent:   94% | 1073MB
598, gpu_percent:   94% | 1073MB
599, gpu_percent:   95% | 1073MB
600, gpu_percent:   95% | 1073MB
601, gpu_percent:   95% | 1073MB
602, gpu_percent:   94% | 1073MB
603, gpu_percent:   95% | 1073MB
604, gpu_percent:   95% | 1073MB
605, gpu_percent:   95% | 1073MB
606, gpu_percent:   95% | 1073MB
607, gpu_percent:   95% | 1073MB
608, gpu_percent:   95% | 1073MB
609, gpu_percent:   95% | 1073MB
610, gpu_percent:   94% | 1073MB
611, gpu_percent:   95% | 1073MB
612, gpu_percent:   95% | 1073MB
613, gpu_percent:   95% | 1073MB
614, gpu_percent:   95% | 1073MB
615, gpu_percent:   92% | 1073MB
616, gpu_percent:   93% | 1073MB
617, gpu_percent:   93% | 1073MB
618, gpu_percent:   95% | 1073MB
619, gpu_percent:   95% | 1073MB
620, gpu_percent:   95% | 1073MB
621, gpu_percent:   95% | 1073MB
622, gpu_percent:   95% | 1073MB
623, gpu_percent:   95% | 1073MB
624, gpu_percent:   94% | 1073MB
625, gpu_percent:   95% | 1073MB
626, gpu_percent:   95% | 1073MB
627, gpu_percent:   95% | 1073MB
628, gpu_percent:   95% | 1073MB
629, gpu_percent:   95% | 1073MB
630, gpu_percent:   95% | 1073MB
631, gpu_percent:   95% | 1073MB
632, gpu_percent:   95% | 1073MB
633, gpu_percent:   95% | 1073MB
634, gpu_percent:   95% | 1073MB
635, gpu_percent:   95% | 1073MB
636, gpu_percent:   95% | 1073MB
637, gpu_percent:   95% | 1073MB
638, gpu_percent:   95% | 1073MB
639, gpu_percent:   95% | 1073MB
640, gpu_percent:   95% | 1073MB
641, gpu_percent:   95% | 1073MB
642, gpu_percent:   93% | 1073MB
643, gpu_percent:   92% | 1073MB
644, gpu_percent:   92% | 1073MB
645, gpu_percent:   95% | 1073MB
646, gpu_percent:   95% | 1073MB
647, gpu_percent:   95% | 1073MB
648, gpu_percent:   95% | 1073MB
649, gpu_percent:   94% | 1073MB
650, gpu_percent:   95% | 1073MB
651, gpu_percent:   95% | 1073MB
652, gpu_percent:   95% | 1073MB
653, gpu_percent:   95% | 1073MB
654, gpu_percent:   94% | 1073MB
655, gpu_percent:   95% | 1073MB
656, gpu_percent:   95% | 1073MB
657, gpu_percent:   95% | 1073MB
658, gpu_percent:   95% | 1073MB
659, gpu_percent:   95% | 1073MB
660, gpu_percent:   94% | 1073MB
661, gpu_percent:   95% | 1073MB
662, gpu_percent:   95% | 1073MB
663, gpu_percent:   94% | 1073MB
664, gpu_percent:   95% | 1073MB
665, gpu_percent:   95% | 1073MB
666, gpu_percent:   95% | 1073MB
667, gpu_percent:   95% | 1073MB
668, gpu_percent:   95% | 1073MB
669, gpu_percent:   92% | 1073MB
670, gpu_percent:   92% | 1073MB
671, gpu_percent:   90% | 1073MB
672, gpu_percent:   94% | 1073MB
673, gpu_percent:   95% | 1073MB
674, gpu_percent:   95% | 1073MB
675, gpu_percent:   95% | 1073MB
676, gpu_percent:   94% | 1073MB
677, gpu_percent:   95% | 1073MB
678, gpu_percent:   95% | 1073MB
679, gpu_percent:   95% | 1073MB
680, gpu_percent:   95% | 1073MB
681, gpu_percent:   95% | 1073MB
682, gpu_percent:   95% | 1073MB
683, gpu_percent:   95% | 1073MB
684, gpu_percent:   95% | 1073MB
685, gpu_percent:   95% | 1073MB
686, gpu_percent:   95% | 1073MB
687, gpu_percent:   95% | 1073MB
688, gpu_percent:   95% | 1073MB
689, gpu_percent:   95% | 1073MB
690, gpu_percent:   95% | 1073MB
691, gpu_percent:   94% | 1073MB
692, gpu_percent:   95% | 1073MB
693, gpu_percent:   95% | 1073MB
694, gpu_percent:   95% | 1073MB
695, gpu_percent:   95% | 1073MB
696, gpu_percent:   93% | 1073MB
697, gpu_percent:   92% | 1073MB
698, gpu_percent:   95% | 1073MB
699, gpu_percent:   95% | 1073MB
700, gpu_percent:   95% | 1073MB
701, gpu_percent:   95% | 1073MB
702, gpu_percent:   95% | 1073MB
703, gpu_percent:   95% | 1073MB
704, gpu_percent:   95% | 1073MB
705, gpu_percent:   95% | 1073MB
706, gpu_percent:   95% | 1073MB
707, gpu_percent:   95% | 1073MB
708, gpu_percent:   95% | 1073MB
709, gpu_percent:   95% | 1073MB
710, gpu_percent:   95% | 1073MB
711, gpu_percent:   95% | 1073MB
712, gpu_percent:   95% | 1073MB
713, gpu_percent:   95% | 1073MB
714, gpu_percent:   95% | 1073MB
715, gpu_percent:   94% | 1073MB
716, gpu_percent:   95% | 1073MB
717, gpu_percent:   95% | 1073MB
718, gpu_percent:   95% | 1073MB
719, gpu_percent:   95% | 1073MB
720, gpu_percent:   95% | 1073MB
721, gpu_percent:   94% | 1073MB
722, gpu_percent:   93% | 1073MB
723, gpu_percent:   93% | 1073MB
724, gpu_percent:   93% | 1073MB
725, gpu_percent:   95% | 1073MB
726, gpu_percent:   95% | 1073MB
727, gpu_percent:   95% | 1073MB
728, gpu_percent:   95% | 1073MB
729, gpu_percent:   95% | 1073MB
730, gpu_percent:   95% | 1073MB
731, gpu_percent:   94% | 1073MB
732, gpu_percent:   95% | 1073MB
733, gpu_percent:   95% | 1073MB
734, gpu_percent:   95% | 1073MB
735, gpu_percent:   95% | 1073MB
